size,map_duration,reduce_duration,zip_duration
10000000,44.1614,33.1018,69.1917
20000000,93.5741,66.3139,139.739
30000000,140.278,99.7372,210.046
40000000,176.142,134.8,277.879
50000000,234.739,165.754,347.018
60000000,285.436,198.997,415.674
70000000,310.853,232.621,489.702
80000000,374.1,264.87,555.705
90000000,400.428,298.83,624.35
100000000,442.592,333.227,691.095
