size,map_duration,reduce_duration,zip_duration
10000000,43.9023,34.079,69.355
20000000,94.0194,67.0133,139.159
30000000,132.777,99.5089,208.9
40000000,179.003,134.593,277.937
50000000,222.309,165.929,346.523
60000000,265.064,200.83,416.162
70000000,312.152,232.076,484.443
80000000,376.615,266.001,553.505
90000000,403.653,298.763,625.158
100000000,444.54,332.49,693.74
