size,map_duration,reduce_duration,zip_duration
10000000,43.87,33.1962,69.0289
20000000,88.8872,66.6058,138.405
30000000,133.711,99.2387,207.958
40000000,180.807,133.784,276.62
50000000,220.483,166.471,346.996
60000000,284.297,198.885,418.11
70000000,327.684,232.799,488.409
80000000,351.123,267.65,552.283
90000000,399.568,298.352,623.07
100000000,446.302,332.205,695.893
