size,map_duration,reduce_duration,zip_duration
10000000,45.0387,33.8788,69.252
20000000,93.1322,66.391,139.207
30000000,133.526,99.9612,208.626
40000000,187.923,132.744,277.923
50000000,222.48,165.608,346.032
60000000,267.567,198.929,415.978
70000000,308.595,232.532,484.418
80000000,360.286,265.579,555.302
90000000,398.308,302.167,626.394
100000000,464.788,335.346,695.546
