size,map_duration,reduce_duration,zip_duration
10000000,44.5295,33.3596,69.0951
20000000,89.2592,66.3127,138.256
30000000,132.405,99.84,208.778
40000000,181.289,132.825,276.43
50000000,233.554,165.469,346.587
60000000,267.005,198.825,414.734
70000000,308.691,232.683,487.85
80000000,354.835,265.6,553.972
90000000,398.186,298.786,624.794
100000000,443.174,331.643,693.672
