size,map_duration,reduce_duration,zip_duration
10000000,44.0286,33.2856,69.3727
20000000,94.4235,66.4383,139.286
30000000,140.291,99.3997,209.228
40000000,175.991,132.713,276.205
50000000,233.353,165.982,347.436
60000000,270.631,198.939,415.718
70000000,305.683,231.486,485.693
80000000,349.93,265.683,553.305
90000000,396.725,298.725,625.344
100000000,464.225,331.862,692.84
