size,map_duration,reduce_duration,zip_duration
10000000,47.2714,32.9831,69.9968
20000000,88.8755,66.4166,139.097
30000000,131.639,99.4717,208.715
40000000,185.469,132.771,277.545
50000000,232.594,165.802,346.144
60000000,263.274,199.625,415.721
70000000,311.67,232.148,484.319
80000000,355.828,267.307,556.947
90000000,393.254,301.526,623.291
100000000,446.935,333.038,693.523
