size,map_duration,reduce_duration,zip_duration
10000000,44.193,33.1609,69.9931
20000000,93.8669,66.3775,139.507
30000000,142.712,99.7912,208.929
40000000,185.853,132.785,277.937
50000000,233.702,166.138,346.789
60000000,266.291,199.349,415.62
70000000,311.227,235.315,485.396
80000000,374.427,265.819,555.642
90000000,396.106,299.213,624.718
100000000,443.636,331.797,696.837
