size,map_duration,reduce_duration,zip_duration
10000000,46.7462,33.7701,69.956
20000000,93.4983,66.4627,138.923
30000000,133.061,99.8784,208.298
40000000,177.838,132.392,280.039
50000000,221.508,166.607,346.997
60000000,267.715,204.471,415.558
70000000,312.013,232.513,485.275
80000000,357.069,264.44,555.731
90000000,402.463,298.053,623.748
100000000,447.956,331.702,691.896
