size,map_duration,reduce_duration,zip_duration
10000000,44.5972,33.1389,69.7151
20000000,89.685,66.4299,138.34
30000000,133.448,99.4695,208.314
40000000,178.454,132.721,278.875
50000000,222.818,165.805,343.9
60000000,276.682,199.289,419.674
70000000,328.083,232.505,485.397
80000000,379.768,265.092,554.954
90000000,401.753,302.169,624.702
100000000,468.719,334.276,694.396
