size,map_duration,reduce_duration,zip_duration
10000000,44.7611,33.3085,69.1788
20000000,88.499,66.3699,137.92
30000000,133.848,99.583,207.06
40000000,178.219,132.812,280.887
50000000,219.948,168.579,344.949
60000000,266.095,200.551,417.138
70000000,329.573,232.367,485.182
80000000,357.873,266.521,556.406
90000000,402.207,299.192,622.681
100000000,448.585,333.362,694.295
