size,map_duration,reduce_duration,zip_duration
10000000,44.0692,33.3944,69.6041
20000000,88.8836,66.2206,138.797
30000000,133.594,100.918,209.574
40000000,187.972,132.606,277.55
50000000,223.005,166.452,346.697
60000000,265.424,199.155,413.576
70000000,331.72,232.179,485.732
80000000,372.409,268.354,555.412
90000000,398.821,298.379,627.154
100000000,438.218,333.916,693.047
