size,map_duration,reduce_duration,zip_duration
10000000,44.6907,33.1884,69.3428
20000000,89.1043,66.4882,139.009
30000000,131.843,99.3567,208.196
40000000,176.972,132.781,276.929
50000000,231.086,166.268,347.424
60000000,264.616,198.961,415.554
70000000,328.48,234.991,488.921
80000000,355.059,268.498,556.419
90000000,413.09,298.956,626.555
100000000,442.686,331.297,694.43
