size,map_duration,reduce_duration,zip_duration
10000000,44.6179,33.1101,69.492
20000000,88.9767,66.277,139.162
30000000,131.243,99.7334,209.214
40000000,175.735,133.057,276.002
50000000,224.543,168.018,345.576
60000000,281.664,199.413,417.783
70000000,327.247,231.583,485.887
80000000,353.325,267.989,552.174
90000000,403.148,300.442,622.239
100000000,446.59,337.336,692.898
