size,map_duration,reduce_duration,zip_duration
10000000,47.2404,33.0489,69.4109
20000000,93.4964,67.5245,139.01
30000000,139.527,99.4105,208.245
40000000,178.517,132.995,277.094
50000000,224.437,165.858,346.455
60000000,281.385,199.264,418.918
70000000,328.428,232.767,486.698
80000000,359.656,266.002,555.208
90000000,418.117,300.413,625.365
100000000,472.645,331.725,694.223
