size,map_duration,reduce_duration,zip_duration
10000000,44.7128,33.1836,69.1119
20000000,88.0401,66.2946,138.883
30000000,141.722,101.118,208.521
40000000,177.126,132.329,277.192
50000000,219.259,166.838,349.631
60000000,264.793,198.743,414.864
70000000,310.908,236.238,485.912
80000000,351.577,265.376,554.569
90000000,397.965,300.222,627.804
100000000,438.56,331.357,697.557
