size,map_duration,reduce_duration,zip_duration
10000000,44.6163,33.15,69.4477
20000000,93.6969,66.5231,140.033
30000000,139.708,99.4769,208.51
40000000,179.228,132.565,277.166
50000000,222.709,166.616,346.715
60000000,263.44,199.287,415.542
70000000,306.048,235.678,484.132
80000000,356.571,265.153,556.86
90000000,423.106,298.339,628.021
100000000,470.009,334.393,696.458
