size,map_duration,reduce_duration,zip_duration
10000000,46.2787,33.2378,70.0623
20000000,89.2177,65.8839,138.429
30000000,133.447,99.5003,208.824
40000000,178.309,133.609,276.883
50000000,222.553,165.688,346.752
60000000,266.472,198.855,419.143
70000000,312.229,232.553,484.807
80000000,355.879,266.185,554.533
90000000,403.903,298.836,623.455
100000000,441.583,333.481,692.527
