size,map_duration,reduce_duration,zip_duration
10000000,43.8294,33.0589,68.3487
20000000,94.6948,66.2787,141.341
30000000,141.659,99.2411,208.277
40000000,175.524,133.175,277.024
50000000,225.903,166.893,346.598
60000000,266.328,199.31,417.231
70000000,311.714,231.798,485.201
80000000,354.282,267.423,554.02
90000000,401.623,301.295,629.36
100000000,446.614,334.069,696.6
