size,map_duration,reduce_duration,zip_duration
10000000,44.6413,32.9644,69.2404
20000000,93.7471,66.3434,138.405
30000000,139.08,99.7064,208.971
40000000,177.498,132.41,277.088
50000000,226.728,166.44,347.653
60000000,265.286,200.682,415.045
70000000,312.199,232.759,483.352
80000000,356.146,265.379,553.201
90000000,401.444,300.931,628.279
100000000,469.226,333.667,696.73
