size,map_duration,reduce_duration,zip_duration
10000000,44.1359,32.9404,69.3225
20000000,87.8955,66.2389,138.62
30000000,139.017,99.4067,208.897
40000000,176.041,134.392,280.155
50000000,220.386,165.609,347.186
60000000,263.627,199.087,419.011
70000000,312.112,232.792,485.844
80000000,349.557,264.993,555.054
90000000,403.201,300.081,623.764
100000000,448.808,331.033,689.129
