size,map_duration,reduce_duration,zip_duration
10000000,44.5961,33.6554,70.2937
20000000,93.906,66.2485,138.647
30000000,141.062,99.4889,209.863
40000000,187.618,133.065,278.083
50000000,221.9,165.745,346.915
60000000,262.688,201.231,416.327
70000000,311.798,232.019,484.372
80000000,353.155,264.768,554.813
90000000,422.769,297.413,623.225
100000000,438.711,333.785,692.104
