size,map_duration,reduce_duration,zip_duration
10000000,44.504,33.1192,69.1843
20000000,88.379,66.3964,138.409
30000000,133.463,99.4958,209.587
40000000,178.249,133.186,275.852
50000000,220.821,165.979,345.607
60000000,264.099,198.873,415.828
70000000,324.838,235.379,486.82
80000000,357.205,265.27,557.318
90000000,394.013,298.675,622.275
100000000,437.924,332.322,694.682
