size,map_duration,reduce_duration,zip_duration
10000000,44.2162,33.3196,69.4346
20000000,92.7188,66.2704,138.739
30000000,141.66,99.8701,210.571
40000000,186.218,132.541,278.004
50000000,232.386,165.868,349.694
60000000,279.091,199.706,417.543
70000000,313.811,234.061,483.834
80000000,355.447,265.297,558.685
90000000,420.28,298.57,629.558
100000000,438.027,331.362,695.166
