size,map_duration,reduce_duration,zip_duration
10000000,44.1897,33.2859,69.6451
20000000,88.4926,66.6439,139.267
30000000,133.032,99.8878,208.048
40000000,175.504,132.673,280.606
50000000,223.215,165.546,347.007
60000000,267.254,198.92,415.726
70000000,312.352,232.919,490.577
80000000,353.39,265.366,555.715
90000000,398.382,298.917,625.586
100000000,445.772,332.745,693.811
