size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26218,0.170016,3.13795,8.01142,105.721,3.65974,0.295584,0.010048,5.30726,5.31498,6.50758,0.222784,3.1536,12.3219,12.3301
20000000,1024,6.46141,0.322464,6.22512,14.8092,74.5749,7.92182,0.582176,0.01072,10.225,10.2329,12.8826,0.442464,6.21318,22.5614,22.5696
30000000,1024,9.67818,0.469408,9.33146,21.3987,90.9739,14.476,1.23293,0.010528,17.5372,17.5454,20.6936,0.6528,9.33226,33.9533,33.9617
40000000,1024,12.8637,0.614784,12.4234,28.9861,118.315,17.7913,1.55811,0.011008,50.7468,50.756,25.9356,0.869728,12.4358,44.544,44.5531
50000000,1024,16.09,0.760544,15.5017,35.5556,97.7927,23.1332,1.94518,0.010944,27.6636,27.6726,34.6701,1.08438,15.6019,56.9236,56.9326
60000000,1024,19.238,0.921888,18.5558,41.9454,133.305,24.8857,1.72474,0.010976,30.2737,30.2824,38.7366,1.32125,18.5834,65.4885,65.497
70000000,1024,22.4564,1.07398,21.6447,48.5352,123.168,29.6991,2.0103,0.011168,35.4825,35.4916,45.9063,1.53955,21.6707,74.9891,74.9977
80000000,1024,25.6561,1.22221,24.9347,55.2279,153.706,34.7902,2.29635,0.011968,47.9669,47.9748,53.5922,1.75859,24.9546,86.258,86.2669
90000000,1024,29.0607,1.37299,27.812,73.7654,174.9,39.0551,2.57155,0.010656,44.1453,44.1537,61.1958,1.97773,27.8492,96.9982,97.0068
100000000,1024,32.0531,1.52336,31.0891,82.6086,189.871,42.4256,2.85587,0.010848,48.4616,48.472,68.5012,2.19405,30.9244,108.189,108.197
