size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.2633,0.167936,3.13904,7.95939,111.796,3.66013,0.292672,0.010112,5.2745,5.28271,6.50256,0.226176,3.14198,42.8903,42.8995
20000000,1024,6.45277,0.32336,6.23072,15.3103,84.4877,6.67699,0.576928,0.009824,10.5418,10.5543,12.9181,0.442944,6.2249,54.3339,54.3428
30000000,1024,9.66326,0.469632,9.54989,22.667,129.891,13.4474,1.23242,0.01072,16.4869,16.4951,20.2205,0.653632,9.34864,35.0425,35.0524
40000000,1024,12.8728,0.617504,12.42,29.0217,92.2786,18.6972,1.64061,0.012,22.2548,22.2634,27.7644,0.868704,12.4482,45.993,46.003
50000000,1024,16.1243,0.764384,15.477,65.9842,126.725,20.9964,1.59552,0.011104,25.1559,25.1653,33.5926,1.09507,15.701,55.5728,55.5815
60000000,1024,19.2332,0.92144,18.562,41.9884,101.671,24.9972,1.70707,0.010752,30.3946,30.4037,38.5584,1.3208,18.667,64.4038,64.4122
70000000,1024,22.462,1.07341,21.6441,48.5479,110.806,30.2258,1.98883,0.012064,34.3093,34.3177,47.6654,1.53936,21.671,75.9816,75.9903
80000000,1024,25.6268,1.22211,25.0088,81.7396,146.697,34.1429,2.27242,0.011072,38.9616,38.9695,54.0037,1.75741,24.9508,86.7355,86.7438
90000000,1024,28.8347,1.37251,27.805,61.8953,129.811,38.9069,2.5545,0.010272,45.2207,45.2294,60.079,1.97696,28.0318,96.0508,96.059
100000000,1024,32.0217,1.52413,30.8874,68.0894,137.844,44.0619,2.83859,0.011552,49.2759,49.2843,68.2766,2.196,31.1415,107.654,107.662
