size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26323,0.1688,3.15142,7.99478,67.1179,3.25939,0.296864,0.009856,5.54166,5.55042,6.51094,0.228416,3.16547,12.3797,12.3886
20000000,1024,6.46211,0.322112,6.22506,14.8119,74.4313,7.94272,0.579936,0.009536,10.2123,10.2201,12.9014,0.443328,6.21542,22.5603,22.5684
30000000,1024,9.65818,0.474048,9.31155,43.4403,114.587,10.877,0.867584,0.010176,14.8286,14.8396,19.7513,0.662208,9.29766,32.9001,32.9083
40000000,1024,12.8728,0.61664,12.4274,27.9457,89.4927,19.944,1.64502,0.014624,23.5731,23.5817,26.817,0.870048,12.4443,45.9348,45.9452
50000000,1024,16.0579,0.767712,15.4111,34.3612,96.968,22.3125,1.52765,0.011744,25.8504,25.859,34.0276,1.09718,15.437,55.2677,55.2764
60000000,1024,19.4674,0.914464,18.6139,42.2398,136.427,28.752,2.45846,0.011008,34.8731,34.8826,40.8121,1.29997,18.8421,66.7613,66.7706
70000000,1024,22.6679,1.0721,21.6437,48.7866,150.011,30.0196,2.01482,0.01584,34.3005,34.3091,47.7107,1.53859,21.8673,80.4541,80.463
80000000,1024,25.6565,1.22243,24.6982,54.9855,115.243,34.4161,2.30154,0.015168,40.5083,40.5178,53.0444,1.75747,24.721,86.4755,86.4846
90000000,1024,28.8866,1.36829,27.8012,62.0297,167.302,38.6742,2.57219,0.0112,45.4291,45.4375,59.8019,1.97654,28.0389,97.2086,97.2171
100000000,1024,32.0539,1.52272,30.9126,68.1558,131.348,43.6972,2.85597,0.011072,50.4435,50.4528,66.2863,2.19728,31.15,107.683,107.691
