size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.38243,0.168544,3.14563,8.15488,70.3558,3.6415,0.296224,0.010016,5.29322,5.30104,6.49587,0.222208,3.13818,12.2538,12.2614
20000000,1024,6.45555,0.3224,6.23018,14.837,73.4027,7.93402,0.58064,0.010016,10.2196,10.228,12.8834,0.44288,6.22739,22.5793,22.5872
30000000,1024,9.66477,0.470048,9.32982,22.4687,118.486,12.6855,1.23421,0.011008,40.5501,40.5613,19.3787,0.653248,9.35002,34.6813,34.6932
40000000,1024,12.8744,0.617696,12.4271,29.013,95.4252,18.1687,1.64192,0.012512,23.4335,23.4428,26.49,0.866528,12.4412,44.909,44.918
50000000,1024,16.057,0.766176,15.4726,35.5012,107.391,21.4844,1.5544,0.011392,25.0168,25.0254,33.7837,1.09638,15.4946,55.3629,55.3723
60000000,1024,19.4555,0.911808,18.6103,75.0175,141.2,29.3198,2.35958,0.011008,33.6963,33.7045,42.4796,1.31139,18.8027,67.6379,67.6464
70000000,1024,22.4528,1.06534,21.6609,48.5211,114.867,31.332,2.2073,0.011584,35.6331,35.6409,47.4478,1.53094,21.6864,76.5161,76.5245
80000000,1024,25.6316,1.22266,24.7323,55.0242,115.501,34.3862,2.29536,0.011136,40.4051,40.4136,52.7214,1.75894,24.759,86.6073,86.6158
90000000,1024,28.9042,1.37299,27.8859,91.8193,154.216,38.9297,2.57709,0.014528,45.3384,45.3472,60.1251,1.97722,27.9367,96.0126,96.0213
100000000,1024,32.0291,1.52365,31.0855,68.9142,168.761,43.7891,2.85814,0.011008,49.1634,49.1711,68.318,2.19661,31.1153,107.658,107.666
