size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.30214,0.176512,3.19818,8.23974,69.4708,3.65437,0.290912,0.010528,5.2808,5.28885,6.5097,0.223296,3.14352,12.3036,12.3117
20000000,1024,6.46467,0.322976,6.22768,14.8263,73.9117,7.8904,0.57344,0.009664,10.1664,10.1742,12.8995,0.443424,6.21178,22.5715,22.5792
30000000,1024,9.66141,0.473696,9.30746,21.3826,84.811,12.5019,0.858176,0.01104,15.1905,15.1994,19.9484,0.652128,9.33014,33.1033,33.1119
40000000,1024,13.0944,0.617088,12.4122,36.3496,145.195,17.9193,1.63603,0.011488,23.2575,23.2669,26.3963,0.868416,12.4443,44.8488,44.8587
50000000,1024,16.0568,0.767264,15.4724,35.4749,96.7364,21.489,1.53101,0.011392,24.9833,24.9916,33.6798,1.09722,15.4902,55.2477,55.2565
60000000,1024,19.2566,0.923072,18.565,42.0243,104.985,25.472,1.70554,0.010656,29.2144,29.2222,40.5395,1.32118,18.5794,65.4681,65.4765
70000000,1024,22.5862,1.06144,21.7103,78.6867,183.915,27.7005,2.75277,0.012288,35.2464,35.257,47.7994,1.51536,21.6916,95.2624,95.2715
80000000,1024,25.6228,1.22579,24.7253,54.9897,115.265,34.8523,2.27664,0.015264,39.3623,39.3709,54.0142,1.75638,24.7518,86.4232,86.4328
90000000,1024,28.9154,1.37421,27.8023,81.8043,174.936,38.2591,2.55574,0.011616,43.7912,43.8015,61.1416,1.97648,28.0343,97.1198,97.1278
100000000,1024,32.262,1.52253,30.8795,68.2497,129.767,43.5068,2.83565,0.011008,50.1294,50.1383,67.3786,2.19642,30.9223,106.49,106.497
