size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.39821,0.169632,3.14736,8.1721,67.874,3.63238,0.290656,0.009312,5.29542,5.30362,6.50544,0.221856,3.1488,12.3086,12.3165
20000000,1024,6.46006,0.322912,6.22515,15.5515,113.137,7.60163,0.576736,0.010752,9.92618,9.93445,12.9223,0.444352,6.22893,23.7188,23.7276
30000000,1024,9.67101,0.469024,9.34224,22.4995,94.3014,13.6496,1.23523,0.01152,16.7026,16.711,20.2175,0.650336,9.35251,35.0355,35.045
40000000,1024,12.8612,0.617568,12.4241,29.5397,94.2469,18.6125,1.61686,0.01152,22.1274,22.1355,27.7115,0.866176,12.4521,45.9119,45.9209
50000000,1024,16.0476,0.767488,15.4771,34.4305,102.652,22.7975,1.58102,0.010688,26.3447,26.3527,34.0766,1.09392,15.514,55.398,55.4071
60000000,1024,19.3816,0.923968,18.5623,42.224,148.72,25.2107,1.71213,0.014496,29.1185,29.1268,40.5245,1.31936,18.7972,65.6292,65.6378
70000000,1024,22.4387,1.07283,21.6377,48.5166,109.852,30.1903,1.98909,0.011168,34.2962,34.3042,47.6135,1.54048,21.686,75.9568,75.9649
80000000,1024,25.6558,1.22544,24.901,55.2194,150.883,34.1619,2.27258,0.010976,47.1125,47.1221,52.9644,1.75818,24.9014,107.207,107.215
90000000,1024,28.851,1.37309,27.7796,61.5349,121.735,38.8181,2.5583,0.015136,45.198,45.2075,59.7276,1.9775,28.0218,97.1036,97.1118
100000000,1024,32.2654,1.52445,30.8848,68.4532,171.579,43.5099,2.83709,0.011968,77.8727,77.8815,66.2049,2.19696,30.9319,107.295,107.303
