size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26717,0.168096,3.14832,8.04419,108.804,3.65037,0.29632,0.0104,5.32234,5.33011,6.62454,0.223872,3.16403,12.4759,12.4844
20000000,1024,6.46435,0.322336,6.23075,14.8641,75.7896,7.89914,0.580768,0.011328,10.2301,10.238,12.8945,0.442976,6.21565,22.6154,22.6234
30000000,1024,9.66877,0.468608,9.34963,21.4088,81.2448,14.4918,1.23251,0.009984,17.5194,17.5278,20.6446,0.652992,9.3472,35.2606,35.2702
40000000,1024,12.8693,0.616864,12.4154,29.8445,130.989,18.0451,1.64131,0.011584,23.3112,23.3207,26.372,0.867296,12.5194,44.8911,44.9002
50000000,1024,16.0824,0.762208,15.4955,35.4989,99.0335,22.8483,1.88736,0.011744,27.3023,27.3114,34.5238,1.08509,15.5297,56.3519,56.3608
60000000,1024,19.2567,0.92304,18.6702,42.176,104.856,24.9001,1.72566,0.011168,30.2982,30.308,38.7751,1.32016,18.6028,64.5023,64.5106
70000000,1024,22.4556,1.07203,21.6459,48.4905,114.558,29.682,2.01149,0.011456,35.3956,35.4047,45.8892,1.53917,21.6796,74.9503,74.9589
80000000,1024,25.6545,1.2216,24.7207,55.1544,116.982,34.3848,2.29552,0.01184,40.3081,40.3175,52.6833,1.75846,24.7559,86.5403,86.5488
90000000,1024,28.8356,1.37283,27.8025,61.5136,160.898,39.0814,2.57162,0.010688,45.4647,45.4733,60.1271,1.97709,28.0433,96.1185,96.127
100000000,1024,32.0964,1.52538,30.8877,69.2887,134.325,43.657,2.86013,0.017184,50.4172,50.4267,66.854,2.19834,31.1295,107.71,107.719
