size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.28304,0.212416,3.14877,8.07046,69.2114,3.63744,0.291456,0.009568,5.27674,5.285,6.49517,0.222208,3.14458,12.2515,12.2592
20000000,1024,6.47094,0.323584,6.23699,14.846,80.1669,7.88682,0.573952,0.009504,10.1848,10.1935,12.8977,0.445056,6.22045,22.6125,22.6211
30000000,1024,9.67834,0.469184,9.32858,22.5062,86.9234,12.702,1.23325,0.010912,17.5421,17.5518,19.5036,0.653824,9.35946,34.5869,34.5966
40000000,1024,12.8594,0.613856,12.418,27.9199,89.7612,19.2912,1.54147,0.010752,22.7171,22.7253,27.8698,0.868896,12.4316,45.814,45.8232
50000000,1024,16.0888,0.76112,15.5035,34.475,102.435,24.458,1.92426,0.01088,28.3576,28.366,35.1286,1.08522,15.5277,56.4573,56.4669
60000000,1024,19.43,0.921248,18.5546,74.792,181.232,25.3543,1.70845,0.011424,29.0955,29.1041,40.4968,1.3207,18.7788,65.6289,65.6372
70000000,1024,22.7853,1.07555,21.5679,79.2336,139.665,29.9906,1.98906,0.010688,34.0569,34.0652,47.6237,1.5399,21.592,75.841,75.8496
80000000,1024,25.6504,1.22413,24.6978,55.0005,117.563,34.1266,2.27149,0.011648,40.1232,40.1324,52.953,1.75888,24.7384,85.3518,85.3607
90000000,1024,28.9742,1.37261,27.8076,93.8884,201.543,38.8038,2.55546,0.011936,45.1333,45.1425,59.0256,1.97725,27.8345,97.2205,97.2292
100000000,1024,32.134,1.52394,31.0874,98.307,161.004,43.481,2.83725,0.010848,64.2938,64.3047,65.1467,2.19597,30.925,106.41,106.421
