size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.27267,0.16864,3.14832,7.99517,67.1763,3.66547,0.294656,0.010208,5.31245,5.32036,6.49862,0.222144,3.14304,12.2715,12.2792
20000000,1024,6.47091,0.324352,6.2417,14.8374,78.3556,7.94138,0.580064,0.010208,10.2356,10.2439,12.9146,0.444448,6.22624,23.6075,23.6167
30000000,1024,9.65187,0.471936,9.31446,21.3514,80.2367,12.5865,0.865088,0.009632,15.218,15.2256,20.1026,0.649312,9.32966,33.197,33.2055
40000000,1024,12.8824,0.617856,12.4164,27.9674,96.9713,19.8611,1.63978,0.011008,23.4217,23.43,28.041,0.871392,12.447,46.0196,46.0294
50000000,1024,16.0592,0.769728,15.4689,36.5232,138.979,20.0818,1.52986,0.010752,24.9185,24.9272,33.7277,1.09747,15.4921,55.2813,55.2903
60000000,1024,19.2568,0.921696,18.5588,42.0037,103.503,25.7013,1.72986,0.013984,29.5247,29.5337,40.6578,1.31968,18.5804,65.5764,65.5854
70000000,1024,22.457,1.07133,21.5517,48.628,120.05,28.6522,2.01123,0.012032,35.2874,35.2966,45.9245,1.54125,21.5882,74.9126,74.9215
80000000,1024,25.6227,1.22208,24.7208,55.0059,116.314,34.9927,2.29581,0.010016,39.4469,39.4556,54.0714,1.75715,24.7492,86.4931,86.5013
90000000,1024,28.8555,1.37059,28.0034,61.7888,166.402,39.0013,2.57706,0.015648,62.9292,62.9384,58.2888,1.97699,28.0327,97.097,97.1063
100000000,1024,32.229,1.52288,30.8987,68.262,170.461,43.6653,2.89389,0.011808,74.0522,74.0623,67.2172,2.19645,30.9252,107.353,107.363
