size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26131,0.168256,3.14096,8.00358,73.5118,3.25376,0.29632,0.009856,5.54995,5.55862,6.50592,0.221856,3.15146,12.3205,12.3289
20000000,1024,6.4703,0.321568,6.24208,14.8484,74.2934,7.92749,0.58,0.009568,10.2328,10.2407,12.9141,0.444832,6.22544,23.6406,23.6495
30000000,1024,9.65914,0.47184,9.29501,21.3733,83.3379,12.5362,0.866272,0.01008,15.2249,15.2324,19.9628,0.660832,9.28931,33.0866,33.0944
40000000,1024,12.8861,0.616704,12.4107,28.9989,89.6517,18.8522,1.61469,0.010976,22.3538,22.3618,27.654,0.867296,12.4543,45.8428,45.8523
50000000,1024,16.1748,0.76768,15.4699,42.8843,142.794,20.5879,1.51651,0.0104,25.3096,25.3179,33.8842,1.09862,15.4911,63.9918,64.0022
60000000,1024,19.2932,0.91504,18.5884,42.0843,142.189,29.5183,2.45469,0.011648,38.9936,39.0024,40.3754,1.30115,18.6031,67.0698,67.0786
70000000,1024,22.4565,1.0721,21.6485,48.5187,109.443,30.2287,2.01014,0.01056,34.3327,34.341,47.6939,1.53901,21.6764,76.0248,76.0338
80000000,1024,25.6285,1.22317,24.9338,55.2754,156.942,34.7826,2.29635,0.01136,39.2329,39.2406,54.0741,1.75654,24.959,86.7027,86.7107
90000000,1024,28.8314,1.37085,27.8019,86.1478,150.017,38.8286,2.57139,0.010592,45.1869,45.1953,60.1188,1.97789,27.931,95.9966,96.0045
100000000,1024,32.0527,1.52128,30.8832,68.117,130.264,43.8178,2.85594,0.010592,50.4641,50.4726,67.335,2.19523,30.9312,106.489,106.498
