size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26486,0.168384,3.14934,8.02154,68.3276,3.64435,0.29536,0.010112,5.31338,5.32123,6.50282,0.228064,3.1536,12.4168,12.4259
20000000,1024,6.4616,0.323104,6.2295,14.8174,112.343,7.9183,0.580864,0.01024,10.2278,10.2358,13.1101,0.446304,6.22579,37.3931,37.4026
30000000,1024,9.80221,0.470368,9.32861,21.5491,88.1749,14.4785,1.23226,0.010784,17.5299,17.5384,20.7738,0.650752,9.32749,33.9351,33.9437
40000000,1024,12.8844,0.617152,12.4116,27.9534,89.1135,19.7678,1.61066,0.011072,23.2764,23.2845,27.9808,0.867072,12.4267,45.9245,45.9342
50000000,1024,16.2684,0.768608,15.4708,58.0783,161.087,20.8018,1.51648,0.01104,24.4943,24.5026,33.6309,1.09702,15.6909,79.2516,79.2612
60000000,1024,19.4648,0.92304,18.5072,42.1472,139.733,25.4732,1.7248,0.010304,36.1093,36.1174,39.3863,1.32154,18.7136,65.2198,65.2284
70000000,1024,22.4399,1.0719,21.6506,48.5039,109.385,30.2782,2.01107,0.010784,34.3939,34.4018,46.9396,1.5391,21.6763,76.0183,76.0271
80000000,1024,25.654,1.22362,24.6541,54.9733,116.851,34.4075,2.29507,0.010752,40.4413,40.45,53.0626,1.75773,24.6693,86.4438,86.4526
90000000,1024,28.8532,1.37078,27.8004,61.5436,121.974,39.6527,2.5713,0.009792,44.4859,44.4932,61.2122,1.97536,27.843,97.1065,97.1148
100000000,1024,32.036,1.52349,31.0802,68.2554,168.679,44.0393,2.86128,0.01568,49.3194,49.3276,68.3124,2.19542,31.1328,107.652,107.661
