size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.28106,0.16912,3.15968,38.506,143.44,3.57235,0.295104,0.009664,6.90243,6.91104,6.52205,0.22592,3.14678,14.1542,14.1631
20000000,1024,6.45648,0.320512,6.22566,15.3318,75.1156,6.69923,0.580448,0.009664,10.3353,10.3438,12.9023,0.443712,6.22419,23.5764,23.5851
30000000,1024,9.66435,0.469824,9.34342,21.3901,82.9041,14.4911,1.23309,0.009888,17.5218,17.5301,20.6393,0.65328,9.35962,35.2605,35.2697
40000000,1024,12.9472,0.62416,12.5054,61.0492,164.82,19.6576,1.61453,0.012192,23.1758,23.1856,28.1005,0.865696,12.4226,44.7028,44.7111
50000000,1024,16.064,0.76256,15.71,35.8002,133.558,23.9745,2.04704,0.011136,42.9846,42.9957,32.6192,1.08378,15.5457,56.4643,56.4775
60000000,1024,19.2582,0.915104,18.5378,41.9904,109.827,26.3574,1.97549,0.010592,32.0142,32.0235,39.4755,1.31062,18.5618,66.215,66.2239
70000000,1024,22.4604,1.06422,21.6585,48.5286,108.97,31.0221,2.25958,0.01088,36.9747,36.9839,46.6229,1.52947,21.6902,75.6976,75.707
80000000,1024,25.6575,1.22221,24.7236,55.0532,116.382,34.4051,2.29613,0.011488,40.4282,40.4371,52.7194,1.7583,24.7586,86.5375,86.5461
90000000,1024,28.8556,1.37043,28.0904,61.924,134.306,39.0862,2.57056,0.011264,45.4142,45.4236,59.8189,1.97603,27.9482,97.1285,97.1367
100000000,1024,32.0534,1.51853,31.0907,69.8608,165.2,42.4923,2.85664,0.011552,49.7901,49.7989,67.2802,2.19622,31.0375,106.518,106.526
