size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26982,0.168768,3.14598,8.04672,73.2649,3.64371,0.292352,0.00976,5.29581,5.30374,6.50816,0.226944,3.14557,12.3454,12.354
20000000,1024,6.46317,0.323136,6.22211,14.8022,121.34,8.00394,0.57424,0.009696,37.8891,37.897,12.9018,0.444768,6.22342,23.37,23.3783
30000000,1024,9.79613,0.4696,9.33357,21.5347,122.061,14.4812,1.23101,0.011072,17.5252,17.5333,20.7642,0.651424,9.33974,34.2712,34.2797
40000000,1024,12.8632,0.616544,12.4311,29.0108,91.3655,18.7181,1.64432,0.014656,22.336,22.3445,27.7751,0.865984,12.4542,45.9773,45.9866
50000000,1024,16.0597,0.768576,15.4771,35.4692,102.41,21.5212,1.53357,0.010752,24.993,25.0013,33.7149,1.0961,15.5004,55.2595,55.2681
60000000,1024,19.2379,0.919104,18.5578,41.995,103.315,25.9659,1.78426,0.010656,29.7917,29.7999,40.7625,1.32224,18.5778,65.711,65.7195
70000000,1024,22.4339,1.0736,21.6436,48.5581,114.89,29.546,1.9897,0.011552,35.2456,35.2545,45.8155,1.53859,21.6709,74.8894,74.8978
80000000,1024,25.6553,1.21994,24.9141,55.227,157.91,34.1573,2.27146,0.010272,40.1312,40.1396,53.0031,1.75798,24.8657,86.5831,86.5913
90000000,1024,28.9367,1.37235,27.706,62.5904,163.773,38.8123,2.55414,0.011328,45.2487,45.2573,59.6734,1.97635,27.9453,96.9879,96.9964
100000000,1024,32.0502,1.52454,30.7642,67.9543,129.476,44.0043,2.83677,0.010752,49.1804,49.188,68.3351,2.19686,30.9002,107.449,107.457
