size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.48288,0.168256,3.1448,34.139,137.693,3.29494,0.30064,0.014656,7.29363,7.30269,6.50742,0.22816,3.14714,14.1015,14.1098
20000000,1024,6.55904,0.322624,6.22486,15.9225,76.9501,6.69706,0.582336,0.010848,10.3414,10.3502,12.9098,0.443072,6.22592,23.5988,23.6076
30000000,1024,9.66272,0.468768,9.32387,22.4377,84.0458,12.7369,1.23245,0.01296,17.543,17.5524,19.5591,0.65184,9.34835,34.5608,34.57
40000000,1024,12.8703,0.615904,12.4199,28.9749,131.193,18.6284,1.61254,0.011168,51.7936,51.8034,25.7862,0.870272,12.4442,46.1264,46.1371
50000000,1024,16.2602,0.767456,15.4903,41.0238,144.023,21.0759,1.54003,0.014656,24.8612,24.8696,33.6995,1.09754,15.4885,64.9655,64.9776
60000000,1024,19.3252,0.923328,18.5551,42.8252,106.693,25.666,1.72502,0.010912,29.4084,29.4163,40.596,1.31965,18.5757,65.5198,65.5283
70000000,1024,22.4362,1.07267,21.6556,48.5408,143.521,29.2123,2.00966,0.01152,35.8503,35.8592,45.8425,1.54045,21.6705,74.635,74.6434
80000000,1024,25.6333,1.22221,24.7426,55.0909,122.089,34.2753,2.29565,0.010976,40.3072,40.3156,52.6765,1.75997,24.7743,86.5315,86.5399
90000000,1024,28.852,1.37226,28.002,61.7297,159.62,39.0017,2.57174,0.011424,45.3043,45.313,59.7605,1.97555,28.0335,104.37,104.378
100000000,1024,32.1402,1.52467,30.8858,69.3417,165.83,43.8836,2.86147,0.015744,57.5168,57.5264,65.1877,2.19536,31.1173,106.128,106.136
