size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26675,0.168416,3.15136,7.99949,67.7364,3.66493,0.295936,0.009664,5.30688,5.3147,6.50816,0.226688,3.14739,12.3497,12.3578
20000000,1024,6.45955,0.323328,6.22141,38.3358,141.256,6.46922,0.580992,0.010176,10.4014,10.4122,12.8982,0.442944,6.21814,22.8185,22.8265
30000000,1024,9.76355,0.471072,9.33776,23.0354,86.3031,12.6848,1.23338,0.010176,17.4987,17.5083,19.5836,0.65136,9.36112,34.6403,34.6498
40000000,1024,12.8794,0.616544,12.4198,27.9534,90.1824,19.652,1.60944,0.011872,23.1635,23.1718,27.98,0.86784,12.4452,45.9693,45.9782
50000000,1024,16.0564,0.767232,15.4765,35.4746,100.795,20.6804,1.51818,0.011424,24.7682,24.7778,32.8345,1.09725,15.5476,55.2378,55.2464
60000000,1024,19.3641,0.924384,18.5609,42.8161,108.039,24.9994,1.72496,0.011008,30.3948,30.4041,38.7646,1.32099,18.5792,64.4669,64.4756
70000000,1024,22.6624,1.07082,21.6492,49.0216,153.748,29.5639,2.0095,0.010432,35.2947,35.3033,45.9254,1.53955,21.8686,75.184,75.1922
80000000,1024,25.6564,1.22509,24.77,55.1211,152.779,34.3887,2.3017,0.016032,47.5478,47.5576,52.5359,1.76067,24.8648,86.606,86.6148
90000000,1024,28.8473,1.372,27.7998,61.5419,128.662,39.1975,2.57158,0.010464,45.4965,45.5055,59.7646,1.97661,28.0333,97.1444,97.1527
100000000,1024,32.0443,1.52205,30.8861,68.2,162.847,44.179,2.85635,0.012032,49.7451,49.7532,66.1935,2.19581,30.9184,107.114,107.122
