size,numThreads,map_copy_device,map_kernel,map_copy_host,map_total,map_total_chrono,reduce_copy_device,reduce_kernel,reduce_copy_host,reduce_total,reduce_total_chrono,zip_copy_device,zip_kernel,zip_copy_host,zip_total,zip_total_chrono
10000000,1024,3.26522,0.168288,3.13888,8.00656,73.4882,3.58278,0.296096,0.009984,5.31226,5.32025,6.50163,0.227328,3.14214,12.3747,12.3832
20000000,1024,6.52368,0.32384,6.2311,45.5145,104.975,6.68771,0.581856,0.010208,10.4619,10.4706,12.9143,0.442048,6.23795,23.5869,23.5958
30000000,1024,9.73168,0.47184,9.29485,22.9703,85.0723,13.4361,1.23626,0.010848,16.4927,16.5013,20.4308,0.652832,9.32048,35.228,35.2374
40000000,1024,12.8841,0.617856,12.4249,45.7332,115.036,18.8602,1.6424,0.014016,23.0266,23.0361,27.6524,0.864704,12.4121,44.6732,44.6827
50000000,1024,16.0935,0.763392,15.5111,34.4845,95.7352,25.1311,2.04698,0.011872,29.1541,29.1625,35.4179,1.0831,15.5452,56.7703,56.78
60000000,1024,19.2536,0.922688,18.5555,42.0071,108.721,25.1091,1.72416,0.009984,30.4964,30.5051,38.7431,1.32093,18.5794,64.4676,64.4762
70000000,1024,22.4448,1.07232,21.8473,49.2947,142.505,29.5966,2.00909,0.010944,35.287,35.2956,45.8911,1.53792,21.8756,75.1398,75.1482
80000000,1024,25.7286,1.22269,24.7321,81.999,175.528,33.0876,2.29603,0.01152,39.612,39.6214,52.7042,1.75715,24.757,86.5456,86.5542
90000000,1024,28.8537,1.37107,27.8,61.8964,124.986,36.9799,2.56896,0.011072,45.0447,45.0536,59.7995,1.97696,28.0377,97.1853,97.1933
100000000,1024,32.0488,1.52278,30.889,68.1,131.098,43.6432,2.85728,0.011968,50.4237,50.4329,67.2602,2.25418,31.0224,106.557,106.566
