size,map_duration,reduce_duration,zip_duration
10000000,47.096,33.1915,69.609
20000000,92.2968,66.0332,138.668
30000000,139.303,99.7412,212.888
40000000,186.293,133.029,277.354
50000000,223.345,168.35,346.291
60000000,266.899,199.836,415.844
70000000,326.687,231.591,484.609
80000000,374.888,268.616,555.033
90000000,401.042,299.52,625.811
100000000,445.006,331.837,696.594
