size,map_duration,reduce_duration,zip_duration
10000000,44.7206,32.9494,69.0214
20000000,90.3287,67.2466,140.169
30000000,133.845,99.6547,207.639
40000000,178.713,132.616,275.884
50000000,224.531,165.772,346.094
60000000,268.138,198.201,416.22
70000000,331.319,233.184,485.812
80000000,356.642,268.784,553.553
90000000,402.656,301.031,622.138
100000000,448.011,332.441,694.644
