size,map_duration,reduce_duration,zip_duration
10000000,44.7757,33.0941,69.1232
20000000,88.1521,66.0815,138.772
30000000,133.366,99.3956,209.383
40000000,178.215,134.933,280.099
50000000,234.449,165.646,347.053
60000000,268.531,200.882,416.559
70000000,309.356,232.511,487.381
80000000,355.515,266.504,553.546
90000000,396.696,297.647,622.984
100000000,444.475,331.074,692.824
