size,map_duration,reduce_duration,zip_duration
10000000,44.949,33.0863,69.7018
20000000,88.2764,66.1788,138.809
30000000,133.535,100.256,208.703
40000000,176.675,132.688,277.958
50000000,235.548,167.317,347.641
60000000,265.166,199.326,414.772
70000000,311.779,232.186,485.861
80000000,375.348,265.023,553.414
90000000,405.37,299.189,622.322
100000000,445.893,332.712,691.581
