size,map_duration,reduce_duration,zip_duration
10000000,44.2583,33.0505,69.5138
20000000,88.4648,66.5502,138.738
30000000,133.589,99.7147,207.977
40000000,176.307,132.432,276.771
50000000,223.309,165.87,347.116
60000000,267.228,199.828,415.645
70000000,306.858,232.158,487.955
80000000,352.88,264.726,556.546
90000000,395.355,297.79,622.69
100000000,438.929,332.319,691.082
