size,map_duration,reduce_duration,zip_duration
10000000,44.7163,33.301,69.2514
20000000,87.4823,66.59,139.077
30000000,133.936,99.4535,207.534
40000000,177.455,133.592,276.388
50000000,222.931,166.05,348.723
60000000,266.569,199.166,417.107
70000000,315.554,232.506,485.452
80000000,349.186,268.804,553.019
90000000,400.116,299.146,625.841
100000000,437.798,333.99,693.05
