size,map_duration,reduce_duration,zip_duration
10000000,45.6961,33.0352,69.6665
20000000,89.401,66.2273,139.585
30000000,140.594,99.6753,209.263
40000000,176.569,135.202,278.342
50000000,235.538,166.038,346.006
60000000,280.666,202.699,419.208
70000000,324.429,231.525,485.62
80000000,375.007,265.628,555.98
90000000,397.897,303.206,623.247
100000000,441.872,334.591,690.199
