size,map_duration,reduce_duration,zip_duration
10000000,47.2822,33.1106,69.2592
20000000,88.6403,66.1541,138.496
30000000,130.769,99.3053,211.02
40000000,178.548,132.91,276.234
50000000,222.778,165.774,347.678
60000000,282.904,199.017,417.23
70000000,311.675,235.036,485.663
80000000,356.332,264.515,555.339
90000000,401.596,298.78,625.055
100000000,445.824,335.334,697.12
