size,map_duration,reduce_duration,zip_duration
10000000,44.1098,33.2823,69.433
20000000,88.8175,66.8426,138.289
30000000,132.761,99.3988,207.884
40000000,176.751,132.423,278.784
50000000,222.545,165.86,345.195
60000000,267.813,198.943,418.627
70000000,308.359,232.682,485.659
80000000,351.742,266.531,555.406
90000000,403.548,301.771,625.342
100000000,448.154,331.471,696.465
