size,map_duration,reduce_duration,zip_duration
10000000,44.6547,33.4346,69.3406
20000000,89.4929,66.3554,138.913
30000000,140.139,99.6098,208.904
40000000,186.951,132.752,276.41
50000000,222.075,165.861,346.111
60000000,284.211,201.473,419.199
70000000,327.227,231.947,485.582
80000000,351.394,265.165,553.748
90000000,399.8,297.962,624.034
100000000,468.508,334.151,698.123
